"Study.Area","Year","Month","Day","Visit.Start.Date","Visit.Start.Time","Air.Temperature..C.","Field.Observer.Name","UTM.Zone","UTM.Easting","UTM.Northing","Longitude..DD.","Latitude..DD.","Geographic.Coordinate.Source","Species.Code","Count","Survey.Observation.Note","Det.Type","Life.Stage.Code","Activity.Code","Feature.Type","Sign.Type.Code","Sign.Count","Adult.Males","Adult.Females","Adults...Unclassified.Sex","Eggs","Egg.Masses","Larvae"
"Burges James Gadsden Park",2018,6,13,"2018-06-13",103,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",10,"","VI","","","","",NA,NA,NA,NA,NA,10,NA
"Burges James Gadsden Park",2018,6,13,"2018-06-13",103,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",10,"","VI","","","","",NA,NA,NA,NA,NA,10,NA
"Burges James Gadsden Park",2018,6,13,"2018-06-13",105,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Burges James Gadsden Park",2018,6,13,"2018-06-13",105,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",15,"","VI","","","","",NA,NA,NA,NA,NA,15,NA
"Burges James Gadsden Park",2018,6,13,"2018-06-13",111,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2,"","VI","","","","",NA,NA,NA,NA,NA,NA,2
"Burges James Gadsden Park",2018,6,13,"2018-06-13",112,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Burges James Gadsden Park",2018,6,13,"2018-06-13",115,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Burges James Gadsden Park",2018,6,13,"2018-06-13",116,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",8,"","VI","","","","",NA,NA,NA,NA,NA,NA,8
"Burges James Gadsden Park",2018,6,13,"2018-06-13",118,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",6,"","VI","","","","",NA,NA,NA,NA,NA,NA,6
"Burges James Gadsden Park",2018,6,13,"2018-06-13",120,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",6,"","VI","","","","",NA,NA,NA,NA,NA,NA,6
"Burges James Gadsden Park",2018,6,13,"2018-06-13",120,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",800,"5m x5m block of tadpoles can't even see ground","VI","","","","",NA,NA,NA,NA,NA,NA,800
"Burges James Gadsden Park",2018,6,13,"2018-06-13",122,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2,"","VI","","","","",NA,NA,NA,NA,NA,NA,2
"Burges James Gadsden Park",2018,6,13,"2018-06-13",124,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",4,"","VI","","","","",NA,NA,NA,NA,NA,NA,4
"Burges James Gadsden Park",2018,6,13,"2018-06-13",126,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",22,"","VI","","","","",NA,NA,NA,NA,NA,NA,22
"Burges James Gadsden Park",2018,6,13,"2018-06-13",130,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",5,"","VI","","","","",NA,NA,NA,NA,NA,NA,5
"Burges James Gadsden Park",2018,6,13,"2018-06-13",130,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",9,"","VI","","","","",NA,NA,NA,NA,NA,NA,9
"Burges James Gadsden Park",2018,6,13,"2018-06-13",131,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",20,"","VI","","","","",NA,NA,NA,NA,NA,20,NA
"Burges James Gadsden Park",2018,6,13,"2018-06-13",131,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",700,"South western side of sample area has many large groups of tadpoles","VI","","","","",NA,NA,NA,NA,NA,NA,700
"Burges James Gadsden Park",2018,6,13,"2018-06-13",1245,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2,"","VI","","","","",NA,NA,NA,NA,NA,NA,2
"Burges James Gadsden Park",2018,6,13,"2018-06-13",1248,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",5,"","VI","","","","",NA,NA,NA,NA,NA,NA,5
"Burges James Gadsden Park",2018,6,13,"2018-06-13",1252,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",5,"","VI","","","","",NA,NA,NA,NA,NA,NA,5
"Burges James Gadsden Park",2018,6,13,"2018-06-13",1256,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Burges James Gadsden Park",2018,6,13,"2018-06-13",1257,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Burges James Gadsden Park",2018,6,13,"2018-06-13",1259,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Burges James Gadsden Park",2018,6,13,"2018-06-13",1259,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",8,"","VI","","","","",NA,NA,NA,NA,NA,8,NA
"Bowron Lakes Park",2015,6,16,"2015-06-16",900,NA,"Karen Mohr",10,615814,5888878,-121.26873,53.1367,"Transect - Start","AMPHIBIA",300,"tadpole - unknown spp - Approximately 6 cm long, schooling behaviour","VI","","","","",NA,NA,NA,NA,NA,NA,300
"Lac du Bois Protected Area",2015,6,4,"2015-06-04",1230,NA,"Sarma Liepins",10,676742,5633953,-120.4902,50.83027,"Transect - Start","AMPHIBIA",2,"Saw two frogs not sure of species","VI","","","","",NA,NA,NA,2,NA,NA,NA
"White Lake Park",2018,6,25,"2018-06-25",0,NA,"Andrea Zemanek",11,342052,5639002,-119.24533,50.88108,"Transect - Start","AMPHIBIA",1,"","VI","","","","",NA,NA,NA,NA,NA,NA,1
"White Lake Park",2018,6,25,"2018-06-25",0,NA,"Andrea Zemanek",11,342052,5639002,-119.24533,50.88108,"Transect - Start","AMPHIBIA",1,"","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1404,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"East side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1407,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2,"East side of transect. Egg mass 5 feet apart","VI","","","","",NA,NA,NA,NA,NA,2,NA
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1408,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1410,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,2
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1412,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",2,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,2
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1414,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",6,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,6
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1416,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",9,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,9
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1418,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",12,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,12
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1428,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",12,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,12
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1436,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",20,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,20
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1448,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",21,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,21
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1458,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",20,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,20
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1508,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",22,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,22
"Burges James Gadsden Park",2020,6,21,"2020-06-21",1510,NA,"Jordon Austin",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"West side of transect","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Lac du Bois Protected Area",2015,6,4,"2015-06-04",1230,NA,"Sarma Liepins",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-RALU",1,"Not positive on this identification","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2018,5,11,"2018-05-11",1100,NA,"Tom Roos",10,454346,5448979,-123.62659,49.19191,"Survey Observation","A-RALU",1,"Water level high with the odd patch of snow around lakes.","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Mahoney Lake Ecological Reserve",2018,5,17,"2018-05-17",2110,14,"Sara Bunge",11,312094,5462375,-119.58395,49.28521,"Transect - Start","A-SPIN",2,"Survey Pt #1 couple calling on eastern edge of SW bay","CA","","","","",NA,NA,NA,2,NA,NA,NA
"Mahoney Lake Ecological Reserve",2018,5,17,"2018-05-17",2120,14,"Sara Bunge",11,312386,5462824,-119.58015,49.28934,"Transect - Start","A-SPIN",2,"Survey Pt #2, 2-3 calling from west short of lake","CA","","","","",NA,NA,NA,2,NA,NA,NA
"Mahoney Lake Ecological Reserve",2018,5,17,"2018-05-17",2150,14,"Sara Bunge",11,312089,5462371,-119.58402,49.28518,"Transect - Start","A-SPIN",2,"2 small juveniles (approx loonie size) moved off road near corrals at south end of lake","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Mahoney Lake Ecological Reserve",2018,5,17,"2018-05-17",2153,14,"Sara Bunge",11,312089,5462371,-119.58402,49.28518,"Transect - Start","A-SPIN",1,"1 run over on road in past 5 mins (near SE corner of lake)","VI","","","","",NA,NA,NA,NA,NA,NA,NA
"Mahoney Lake Ecological Reserve",2018,5,17,"2018-05-17",2205,14,"Sara Bunge",11,312458,5462719,-119.57912,49.28842,"Survey Observation","A-SPIN",1,"1 moved off road, approx 100 metres south of interp sign; UTM 11; 312458; 5462719","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Yellow Point Bog Ecological Reserve",2014,4,2,"2014-04-02",0,NA,"Erica Mcclaren",10,441883,5433683,-123.79542,49.05328,"Transect - Start","NULL",0,"","CA","","","","",NA,NA,NA,NA,NA,NA,NA
"Call Lake Park",2018,5,11,"2018-05-11",0,NA,"Darren Fillier",9,623014,6069830,-127.08821,54.76062,"Transect - Start","NULL",0,"No amphibian lifestage activity observed.","VI","","","","",NA,NA,NA,NA,NA,NA,NA
"Wells Gray Park",2019,6,6,"2019-06-06",0,NA,"Andrea Zemanek",10,676143,6216606,-120.17076,56.06215,"Transect - Start","NULL",0,"Nothing observed, no eggs, tadpoles or adults.  Too early?  Lots of dragonfly nymphs.","VI","","","","",NA,NA,NA,NA,NA,NA,NA
"Naikoon Park",2013,4,30,"2013-04-30",0,NA,"Lucy Stefanyk",9,305562,5940277,-131.93684,53.57525,"Transect - Start","A-PSRE",1,"water temp=15C; Many recently hatched tadpoles","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Naikoon Park",2013,4,30,"2013-04-30",0,NA,"Lucy Stefanyk",9,305562,5940277,-131.93684,53.57525,"Transect - Start","A-RAAU",1,"water temp=15C; Many recently hatched tadpoles","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Nazko Lake Park",2013,5,7,"2013-05-07",1415,NA,"Chris Armstrong",10,459805,5801900,-123.59033,52.3659,"Transect - Start","A-RALU",2,"both masses the size of a grapefruit","VI","","","","",NA,NA,NA,NA,NA,2,NA
"Champion Lakes Park",2020,7,27,"2020-07-27",1050,24,"Tom Roos",11,454372,5448948,-117.62623,49.19163,"Survey Observation","A-RALU",1,"water level unseasonably high","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492141,5514699,-123.10917,49.7847,"Survey Observation","A-PSRE",5,"","VI","","","","",NA,NA,NA,NA,NA,5,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492143,5514704,-123.10915,49.78475,"Survey Observation","A-PSRE",15,"","VI","","","","",NA,NA,NA,NA,NA,15,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492143,5514704,-123.10915,49.78475,"Survey Observation","A-PSRE",1,"","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492141,5514699,-123.10917,49.7847,"Survey Observation","A-PSRE",25,"","VI","","","","",NA,NA,NA,NA,NA,25,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492141,5514699,-123.10917,49.7847,"Survey Observation","A-PSRE",1,"Dead","VI","","","","CR",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492144,5514695,-123.10913,49.78467,"Survey Observation","A-PSRE",12,"","VI","","","","",NA,NA,NA,NA,NA,12,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492149,5514695,-123.10906,49.78467,"Survey Observation","A-PSRE",5,"","VI","","","","",NA,NA,NA,NA,NA,5,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492158,5514695,-123.10894,49.78467,"Survey Observation","A-PSRE",8,"","VI","","","","",NA,NA,NA,NA,NA,8,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492169,5514700,-123.10878,49.78471,"Survey Observation","A-PSRE",87,"","VI","","","","",NA,NA,NA,NA,NA,87,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492172,5514690,-123.10874,49.78462,"Survey Observation","A-PSRE",39,"","VI","","","","",NA,NA,NA,NA,NA,39,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492187,5514687,-123.10853,49.78459,"Survey Observation","A-PSRE",38,"","VI","","","","",NA,NA,NA,NA,NA,38,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492194,5514686,-123.10844,49.78459,"Survey Observation","A-PSRE",113,"","VI","","","","",NA,NA,NA,NA,NA,113,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492199,5514697,-123.10837,49.78468,"Survey Observation","A-PSRE",45,"","VI","","","","",NA,NA,NA,NA,NA,45,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492215,5514709,-123.10815,49.78479,"Survey Observation","A-PSRE",21,"","VI","","","","",NA,NA,NA,NA,NA,21,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492218,5514709,-123.1081,49.78479,"Survey Observation","A-PSRE",45,"","VI","","","","",NA,NA,NA,NA,NA,45,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492194,5514686,-123.10844,49.78459,"Survey Observation","A-ANBO",1,"","VI","","","","CR",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492199,5514697,-123.10837,49.78468,"Survey Observation","A-ANBO",7,"2 pairs in amplexus","VI","","","","",NA,NA,NA,7,NA,NA,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492209,5514699,-123.10823,49.7847,"Survey Observation","A-ANBO",100,"Continuous egg masses 12m long x 1m wide Start UTM. Multiple overlapping strands - unable to differentiate egg masses.  End UTM of western toad egg mass extent 10 492218 5514699.","VI","","","","",NA,NA,NA,NA,NA,100,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492215,5514709,-123.10815,49.78479,"Survey Observation","A-ANBO",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492218,5514709,-123.1081,49.78479,"Survey Observation","A-ANBO",5,"","VI","","","","",NA,NA,NA,5,NA,NA,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492141,5514699,-123.10917,49.7847,"Survey Observation","A-RAAU",8,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,8,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492144,5514695,-123.10913,49.78467,"Survey Observation","A-RAAU",5,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,5,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492158,5514695,-123.10894,49.78467,"Survey Observation","A-RAAU",3,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492169,5514700,-123.10878,49.78471,"Survey Observation","A-RAAU",2,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,2,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492172,5514690,-123.10874,49.78462,"Survey Observation","A-RAAU",2,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,2,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492187,5514687,-123.10853,49.78459,"Survey Observation","A-RAAU",11,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,11,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492194,5514686,-123.10844,49.78459,"Survey Observation","A-RAAU",7,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,7,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492199,5514697,-123.10837,49.78468,"Survey Observation","A-RAAU",8,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,8,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492218,5514699,-123.1081,49.7847,"Survey Observation","A-RAAU",3,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492215,5514709,-123.10815,49.78479,"Survey Observation","A-RAAU",6,"Initially thought it was partially hatched out AMGR - updated all to RAAU","VI","","","","",NA,NA,NA,NA,NA,6,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492158,5514695,-123.10894,49.78467,"Survey Observation","A-TAGR",1,"","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492218,5514709,-123.1081,49.78479,"Survey Observation","A-AMGR",2,"egg mass was couldy, but still a solid mass. think they were hatched out out.","VI","","","","",NA,NA,NA,NA,NA,2,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492141,5514699,-123.10917,49.7847,"Survey Observation","A-AMMA",1,"","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492199,5514697,-123.10837,49.78468,"Survey Observation","A-AMMA",4,"","VI","","","","",NA,NA,NA,NA,NA,4,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492215,5514709,-123.10815,49.78479,"Survey Observation","A-AMMA",2,"","VI","","","","",NA,NA,NA,NA,NA,2,NA
"Alice Lake Park",2024,4,17,"2024-04-17",1020,5,"Hajar Courteau",10,492218,5514709,-123.1081,49.78479,"Survey Observation","A-AMMA",3,"","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",8,"","VI","","","","",NA,NA,NA,8,NA,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",3,"By Island","VI","","","","",NA,NA,NA,3,NA,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",2,"Big pond, Mating","VI","","CO","","",NA,1,1,NA,NA,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",50,"In large pool","VI","","","","",NA,NA,NA,50,NA,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",12,"In lake past pool","VI","","","","",NA,NA,NA,12,NA,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",2,"Mating pair","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",8,"","VI","","","","",NA,NA,NA,8,NA,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",7,"","VI","","","","",NA,NA,NA,NA,NA,NA,7
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",2,"","VI","","","","",NA,NA,NA,NA,2,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",500,"","VI","","","","",NA,NA,NA,NA,500,1,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",1,"Near end of transect","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",500,"Giant patch","VI","","","","",NA,NA,NA,NA,500,1,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",500,"Giant patch","VI","","","","",NA,NA,NA,NA,500,1,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-RALU",1,"Swimming away","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Hai Lake-Mount Herman Park",2024,5,2,"2024-05-02",1300,13,"Shane Kirwin",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-RALU",9,"In large pool","VI","","","","",NA,NA,NA,9,NA,NA,NA
"Mahoney Lake Ecological Reserve",2020,5,7,"2020-05-07",2050,10,"Sara Bunge",11,312094,5462375,-119.58395,49.28521,"Transect - Start","A-PSRE",1,"only heard one calling from Mahoney SW bay, multiple calling from south side of road","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Mahoney Lake Ecological Reserve",2020,5,7,"2020-05-07",2100,10,"Sara Bunge",11,312386,5462824,-119.58015,49.28934,"Transect - Start","A-PSRE",1,"calling from SE bay and west shore, lots of bird noises as well","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Lac du Bois Protected Area",2021,6,26,"2021-06-26",1200,35,"Caroline Lafond",10,676742,5633953,-120.4902,50.83027,"Transect - Start","AMPHIBIA",4,"could not identify, only brief sightings","VI","","","","",NA,NA,NA,NA,NA,NA,4
"Lac du Bois Protected Area",2021,6,26,"2021-06-26",1200,35,"Caroline Lafond",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-RALU",2,"tall dorsal fin, gold belly. See pictures","VI","","","","",NA,NA,NA,NA,NA,NA,2
"Lac du Bois Protected Area",2021,6,26,"2021-06-26",1200,35,"Caroline Lafond",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-RALU",1,"brown color, large size, cream color upper lip, dorsolateral fold on each side. See picture for more physical characteristics","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Burges James Gadsden Park",2014,5,22,"2014-05-22",0,25,"Craig Browne",11,495185,5695910,-117.06924,51.41439,"Transect - Start","A-PSRE",2,"","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Burges James Gadsden Park",2014,5,22,"2014-05-22",0,25,"Craig Browne",11,495185,5695910,-117.06924,51.41439,"Transect - Start","A-PSRE",1,"Count not given.","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Burges James Gadsden Park",2014,5,22,"2014-05-22",0,25,"Craig Browne",11,495185,5695910,-117.06924,51.41439,"Transect - Start","A-ANBO",22,"","VI","","","","",NA,NA,NA,22,NA,NA,NA
"Burges James Gadsden Park",2014,5,22,"2014-05-22",0,25,"Craig Browne",11,495185,5695910,-117.06924,51.41439,"Transect - Start","A-ANBO",3,"egg strings","VI","","","","",NA,NA,NA,NA,NA,3,NA
